"학교명","학교급","주소"
"남양초등학교","초등학교","전북특별자치도 김제시 황산면 남산로 366"
"백사초등학교","초등학교","경기도 이천시 백사면 현방로 55"
"천안삼거리초등학교","초등학교","충청남도 천안시 동남구 충절로 340"
"대구비산초등학교","초등학교","대구광역시 서구 통학로 202"
"양도중학교","중학교","경기도 김포시 양도로56번길 59-25"
"삼우중학교","중학교","전북특별자치도 완주군 이서면 반교로 34-9"
"장훈고등학교","고등학교","서울특별시 영등포구 영등포로64길 26"
"금곡고등학교","고등학교","경기도 남양주시 경춘로992번길 10"
"고양예술고등학교","고등학교","경기도 고양시 일산서구 덕이로172번길 4-39"
"경북기계금속고등학교","고등학교","경상북도 경산시 자인면 일연로 93"
"논산대건고등학교","고등학교","충청남도 논산시 논산대로 119"
"김포외국어고등학교","고등학교","경기도 김포시 월곶면 김포대로 2537"
"계수초등학교","초등학교","광주광역시 서구 상무시민로 51"
"신림초등학교","초등학교","강원특별자치도 원주시 신림면 치악로 34"
"화봉고등학교","고등학교","울산광역시 북구 화동로 47"
"수내초등학교","초등학교","경기도 성남시 분당구 백현로243번길 12"
"대구다사초등학교","초등학교","대구광역시 달성군 다사읍 다사로 86"
"신평초등학교","초등학교","부산광역시 사하구 장평로299번안길 19"
"송정중학교","중학교","광주광역시 광산구 내상로15번길 23"
"옥정호수초등학교","초등학교","경기도 양주시 옥정동로 188"
"남양주미금초등학교","초등학교","경기도 남양주시 미금로56번길 32-13"
"부천여월초등학교","초등학교","경기도 부천시 오정구 성곡로63번길 23"
"부산예술고등학교","고등학교","부산광역시 금정구 체육공원로 20"
"서울용답초등학교","초등학교","서울특별시 성동구 용답25길 1"
"대전동화초등학교","초등학교","대전광역시 유성구 관평2로 43"
"김제서고등학교","고등학교","전북특별자치도 김제시 죽산면 해학로 17"
"남해제일고등학교","고등학교","경상남도 남해군 남해읍 남해대로 2800-11"
"대전동산고등학교","고등학교","대전광역시 중구 문화로 183"
"제주여자상업고등학교","고등학교","제주특별자치도 제주시 동문로 89-1"
"호남제일고등학교","고등학교","전북특별자치도 전주시 완산구 서원로 53"
"연산초등학교","초등학교","충청남도 논산시 연산면 연산5길 13"
"지산고등학교","고등학교","경기도 파주시 가람로21번길 27-37"
"산청초등학교","초등학교","경상남도 산청군 산청읍 꽃봉산로79번길 43"
"당림초등학교","초등학교","강원특별자치도 춘천시 서면 당숲안길 81"
"광석초등학교","초등학교","충청남도 논산시 광석면 사계로 451"
"안양부흥초등학교","초등학교","경기도 안양시 동안구 달안로 37"
"팔덕초등학교","초등학교","전북특별자치도 순창군 팔덕면 강천로 328"
"제주중앙고등학교","고등학교","제주특별자치도 제주시 아봉로 323"
"부당초등학교","초등학교","전북특별자치도 무주군 부남면 부남로 1785"
"도담중학교","중학교","세종특별자치시 보람로 80"
"충남여자고등학교","고등학교","대전광역시 중구 선화로43번길 77"
"광희중학교","중학교","서울특별시 성동구 독서당로62길 46"
"공근중학교","중학교","강원특별자치도 횡성군 공근면 학담4길 21"
"여울초등학교","초등학교","세종특별자치시 보람1길 9"
"적암초등학교","초등학교","경기도 파주시 적성면 율곡로 3042"
"오목초등학교","초등학교","충청남도 아산시 신창면 서부북로 547"
"전주문정초등학교","초등학교","전북특별자치도 전주시 완산구 구이로 1979"
"동광중학교","중학교","경기도 성남시 중원구 원터로 84"
"문막중학교","중학교","강원특별자치도 원주시 문막읍 문막시장1길 58"
"서울치현초등학교","초등학교","서울특별시 강서구 방화대로47길 43"
"백송고등학교","고등학교","경기도 고양시 일산서구 덕이로172번길 4-39"
"KIS High School","고등학교","제주특별자치도 서귀포시 대정읍 글로벌에듀로260번길 8"
"춘천중학교","중학교","강원특별자치도 춘천시 공지로 442-10"
"선유중학교","중학교","경기도 파주시 문산읍 독서울1길 37"
"구현고등학교","고등학교","서울특별시 구로구 경인로53가길 17"
"남양주송라초등학교","초등학교","경기도 남양주시 화도읍 마석로45번길 33"
"김제검산초등학교","초등학교","전북특별자치도 김제시 도작로 122"
"부천고등학교","고등학교","경기도 부천시 소사구 경인로92번길 70"
"새움중학교","중학교","세종특별자치시 다정서로 12"
"고대초등학교","초등학교","충청남도 당진시 고대면 고대로 206"
"운천초등학교","초등학교","광주광역시 서구 치평로 59"
"상리초등학교","초등학교","경기도 연천군 연천읍 상리로 70"
"대구성북초등학교","초등학교","대구광역시 북구 호국로57길 42"
"순창제일고등학교","고등학교","전북특별자치도 순창군 순창읍 담순로 1411"
"설화중학교","중학교","충청남도 아산시 배방읍 연화로 56"
"풍양중학교","중학교","경기도 남양주시 진접읍 해밀예당1로 109"
"송산초등학교","초등학교","충청남도 당진시 송산면 상거길 19-1"
"목포서해초등학교","초등학교","전라남도 목포시 연산로 148"
"나룰초등학교","초등학교","경기도 하남시 덕풍북로 260"
"천성중학교","중학교","충청남도 천안시 동남구 벌말1길 7"
"청라초등학교","초등학교","충청남도 보령시 청라면 원모루길 205"
"성당초등학교","초등학교","충청남도 당진시 역천로 222"
"신아중학교","중학교","대구광역시 동구 아양로39길 30"
"용운중학교","중학교","경상북도 상주시 공성면 문화마을길 23"
"구송초등학교","초등학교","강원특별자치도 홍천군 화촌면 홍천로 1105"
"송곡여자중학교","중학교","서울특별시 중랑구 양원역로 67"
"송림고등학교","고등학교","경기도 성남시 분당구 이매로 100"
"산들초등학교","초등학교","경기도 파주시 교하로 60"
"흥덕초등학교","초등학교","전북특별자치도 고창군 흥덕면 흥덕초등길 13"
"발안중학교","중학교","경기도 화성시 향남읍 발안로 73"
"성복고등학교","고등학교","경기도 용인시 수지구 도마치로 92"
"경산초등학교","초등학교","경상북도 경산시 경안로 84"
"김해율하고등학교","고등학교","경상남도 김해시 율하1로 21"
"유봉여자중학교","중학교","강원특별자치도 춘천시 봉의산길22번길 28"
"흥양초등학교","초등학교","강원특별자치도 원주시 소초면 하초구길 6"
"전주용소중학교","중학교","전북특별자치도 전주시 덕진구 송천로 112"
"대전느리울중학교","중학교","대전광역시 서구 관저중로64번길 84"
"중일초등학교","초등학교","경기도 용인시 기흥구 동백죽전대로527번길 36"
"서울중동초등학교","초등학교","서울특별시 마포구 월드컵북로 152"
"원주삼육고등학교","고등학교","강원특별자치도 원주시 북원로 1996"
"영흥중학교","중학교","전라남도 목포시 삼각로43번길 9"
"양화초등학교","초등학교","충청남도 부여군 양화면 충절로 215"
"상일중학교","중학교","경기도 부천시 원미구 조마루로 69"
"금촌고등학교","고등학교","경기도 파주시 쇠재1길 18"
"의곡초등학교","초등학교","경상북도 경주시 산내면 문복로 1798-6"
"묵호중학교","중학교","강원특별자치도 동해시 향로3길 42"
"서암초등학교","초등학교","경기도 김포시 통진읍 서암로184번길 9"
"왕산초등학교","초등학교","강원특별자치도 강릉시 왕산면 백두대간로 2011-8"
"상주중앙초등학교","초등학교","경상북도 상주시 상서문1길 112"
"서울남명초등학교","초등학교","서울특별시 양천구 중앙로23길 3"
"상무고등학교","고등학교","광주광역시 서구 상무민주로32번길 28"
"파평중학교","중학교","경기도 파주시 파평면 청송로 173"
"서울문래초등학교","초등학교","서울특별시 영등포구 문래로 104"
"하랑초등학교","초등학교","경기도 남양주시 백봉로 92"
"송학초등학교","초등학교","광주광역시 서구 눌재로 408"
"대구고등학교","고등학교","대구광역시 남구 중앙대로 171"
"이천사동중학교","중학교","경기도 이천시 대월면 경충대로2050번길 68-13"
"경성전자고등학교","고등학교","부산광역시 서구 꽃마을로 25"
"함덕중학교","중학교","제주특별자치도 제주시 조천읍 일주동로 1234"
"신암중학교","중학교","서울특별시 강동구 고덕로 65"
"연제초등학교","초등학교","광주광역시 북구 하서로229번길 47"
"광천중학교","중학교","충청남도 홍성군 광천읍 광천로 396-34"
"갑천중학교","중학교","강원특별자치도 횡성군 갑천면 갑천로 17"
"울진중학교","중학교","경상북도 울진군 울진읍 연호로 39"
"화정초등학교","초등학교","경상남도 김해시 삼계중앙로5번길 24"
"대구신매초등학교","초등학교","대구광역시 수성구 달구벌대로650길 26"
"인천초은중학교","중학교","인천광역시 서구 청라라임로 10"
"장현초등학교","초등학교","경기도 남양주시 진접읍 장현천로 37"
"산내초등학교","초등학교","전북특별자치도 남원시 산내면 대정길 99"
